"","RESPONDENT_YRSED","PARTNER_YRSED","PPINCIMP","PPWORK","QFLAG","PAPGLB_STATUS","PPMARIT","PPGENDER","Q4","Q5","Q23","PPETHM","Q6B","RESPONDENT_RACE","PARTNER_RACE","RELATIONSHIP_QUALITY","diff_in_education","diff_in_race","diff_in_income"
"3764",12,12,"(11) $40,000 to $49,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(2) we earned about the same amount","(4) hispanic","(1) white","(6) Hispanic","(1) NH white","(5) excellent",0,1,0
"3765",13,13,"(13) $60,000 to $74,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3766",12,11,"(07) $20,000 to $24,999","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",1,0,1
"3768",14,14,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3769",12,13,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-1,0,1
"3770",12,12,"(12) $50,000 to $59,999","(7) not working - other","(1) partnered","(2) no","(4) separated","(2) female","(1) male",NA,"(3) partner earned more","(2) black, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(1) very poor",0,0,1
"3771",12,14,"(15) $85,000 to $99,999","(2) working - self-employed","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-2,0,1
"3772",13,12,"(12) $50,000 to $59,999","(1) working - as a paid employee","(1) partnered","(2) no","(3) divorced","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(5) other (please specify)","(1) NH white","(6) Hispanic","(5) excellent",1,1,1
"3774",12,12,"(06) $15,000 to $19,999","(5) not working - retired","(1) partnered","(2) no","(2) widowed","(1) male","(2) female",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3775",17,14,"(13) $60,000 to $74,999","(1) working - as a paid employee","(1) partnered","(2) no","(3) divorced","(1) male","(2) female",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(5) other (please specify)","(1) NH white","(5) NH Other","(4) good",3,1,0
"3776",12,10,"(06) $15,000 to $19,999","(5) not working - retired","(1) partnered","(2) no","(2) widowed","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",2,0,1
"3777",17,16,"(17) $125,000 to $149,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",1,0,0
"3778",17,16,"(12) $50,000 to $59,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",1,0,1
"3780",13,12,"(13) $60,000 to $74,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",1,0,1
"3781",13,13,"(15) $85,000 to $99,999","(2) working - self-employed","(1) partnered","(2) no","(6) living with partner","(2) female","(1) male",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,1
"3782",17,17,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(3) partner earned more","(3) other, non-hispanic","(1) white","(5) NH Other","(1) NH white","(4) good",0,1,1
"3785",12,7.5,"(07) $20,000 to $24,999","(6) not working - disabled","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(5) 2+ races, non-hispanic","(3) american indian, aleut, or eskimo","(1) NH white","(3) NH Amer Indian","(4) good",4.5,1,1
"3786",16,16,"(16) $100,000 to $124,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3787",12,12,"(13) $60,000 to $74,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3788",13,13,"(11) $40,000 to $49,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3789",16,16,"(11) $40,000 to $49,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3790",13,13,"(16) $100,000 to $124,999","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(2) female","(1) male",NA,"(2) we earned about the same amount","(5) 2+ races, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,0
"3791",16,13,"(13) $60,000 to $74,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(1) i earned more","(1) white, non-hispanic","(5) other (please specify)","(1) NH white","(5) NH Other","(5) excellent",3,1,1
"3792",7.5,20,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(4) hispanic","(5) other (please specify)","(6) Hispanic","(6) Hispanic","(4) good",-12.5,0,1
"3793",13,13,"(15) $85,000 to $99,999","(3) not working - on temporary layoff from a job","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3794",13,17,"(19) $175,000 or more","(7) not working - other","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-4,0,1
"3796",12,13,"(16) $100,000 to $124,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",-1,0,0
"3798",12,12,"(07) $20,000 to $24,999","(5) not working - retired","(1) partnered","(2) no","(2) widowed","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3799",12,12,"(14) $75,000 to $84,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3800",17,16,"(16) $100,000 to $124,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",1,0,1
"3802",12,12,"(11) $40,000 to $49,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,1
"3803",13,13,"(11) $40,000 to $49,999","(7) not working - other","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(4) hispanic","(5) other (please specify)","(6) Hispanic","(6) Hispanic","(5) excellent",0,0,1
"3805",12,13,"(11) $40,000 to $49,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(3) fair",-1,0,1
"3806",17,17,"(16) $100,000 to $124,999","(7) not working - other","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3807",10,12,"(07) $20,000 to $24,999","(1) working - as a paid employee","(1) partnered","(2) no","(3) divorced","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",-2,0,1
"3809",12,12,"(10) $35,000 to $39,999","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(1) male","(2) female",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,0
"3810",20,16,"(12) $50,000 to $59,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",4,0,1
"3812",12,12,"(09) $30,000 to $34,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3813",11,12,"(09) $30,000 to $34,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-1,0,0
"3815",20,17,"(19) $175,000 or more","(1) working - as a paid employee","(1) partnered","(1) yes","(6) living with partner","(2) female","(2) female","(1) yes, we are a same-sex couple","(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",3,0,0
"3816",17,16,"(15) $85,000 to $99,999","(2) working - self-employed","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",1,0,0
"3817",16,12,"(13) $60,000 to $74,999","(1) working - as a paid employee","(1) partnered","(2) no","(3) divorced","(1) male","(2) female",NA,NA,"(5) 2+ races, non-hispanic",NA,"(1) NH white",NA,"(4) good",4,NA,NA
"3818",12,5.5,"(08) $25,000 to $29,999","(2) working - self-employed","(1) partnered","(2) no","(6) living with partner","(2) female","(1) male",NA,"(3) partner earned more","(4) hispanic","(1) white","(6) Hispanic","(6) Hispanic","(4) good",6.5,0,1
"3819",12,16,"(12) $50,000 to $59,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",-4,0,1
"3822",12,14,"(06) $15,000 to $19,999","(2) working - self-employed","(1) partnered","(2) no","(6) living with partner","(2) female","(1) male",NA,"(3) partner earned more","(2) black, non-hispanic","(2) black or african american","(2) NH black","(6) Hispanic","(4) good",-2,1,1
"3824",12,13,"(03) $7,500 to $9,999","(1) working - as a paid employee","(1) partnered","(2) no","(3) divorced","(2) female","(1) male",NA,"(2) we earned about the same amount","(4) hispanic","(5) other (please specify)","(6) Hispanic","(6) Hispanic","(5) excellent",-1,0,0
"3827",16,13,"(11) $40,000 to $49,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",3,0,1
"3829",12,13,"(02) $5,000 to $7,499","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(3) partner earned more","(5) 2+ races, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-1,0,1
"3830",16,16,"(15) $85,000 to $99,999","(2) working - self-employed","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3831",12,12,"(17) $125,000 to $149,999","(7) not working - other","(1) partnered","(2) no","(6) living with partner","(2) female","(1) male",NA,"(3) partner earned more","(5) 2+ races, non-hispanic","(2) black or african american","(1) NH white","(2) NH black","(3) fair",0,1,1
"3834",16,17,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(2) no","(3) divorced","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-1,0,1
"3835",14,16,"(05) $12,500 to $14,999","(6) not working - disabled","(1) partnered","(2) no","(6) living with partner","(2) female","(2) female","(2) no, we are an opposite-sex couple","(1) i earned more","(5) 2+ races, non-hispanic","(1) white","(3) NH Amer Indian","(1) NH white","(2) poor",-2,1,1
"3836",12,13,"(11) $40,000 to $49,999","(6) not working - disabled","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(3) fair",-1,0,0
"3837",13,12,"(11) $40,000 to $49,999","(2) working - self-employed","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(3) fair",1,0,1
"3838",13,16,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(2) female","(1) male",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-3,0,0
"3839",20,16,"(04) $10,000 to $12,499","(5) not working - retired","(1) partnered","(2) no","(3) divorced","(2) female","(1) male",NA,"(3) partner earned more","(2) black, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(5) excellent",4,0,1
"3840",12,12,"(03) $7,500 to $9,999","(6) not working - disabled","(1) partnered","(2) no","(5) never married","(2) female","(1) male",NA,"(3) partner earned more","(2) black, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(5) excellent",0,0,1
"3843",12,14,"(07) $20,000 to $24,999","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(2) female","(1) male",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-2,0,1
"3844",17,16,"(13) $60,000 to $74,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",1,0,1
"3845",13,12,"(07) $20,000 to $24,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",1,0,1
"3846",13,13,"(15) $85,000 to $99,999","(2) working - self-employed","(1) partnered","(1) yes","(1) married","(2) female","(1) male","(2) no, we are an opposite-sex couple","(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,1
"3847",16,13,"(16) $100,000 to $124,999","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(2) female","(1) male",NA,"(3) partner earned more","(3) other, non-hispanic","(1) white","(4) NH Asian Pac Islander","(1) NH white","(4) good",3,1,1
"3848",13,12,"(11) $40,000 to $49,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(3) partner earned more","(4) hispanic","(1) white","(6) Hispanic","(1) NH white","(4) good",1,1,1
"3850",13,13,"(06) $15,000 to $19,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3852",12,12,"(01) less than $5,000","(1) working - as a paid employee","(1) partnered","(2) no","(6) living with partner","(1) male","(2) female",NA,"(3) partner earned more","(2) black, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(4) good",0,0,1
"3853",13,12,"(11) $40,000 to $49,999","(1) working - as a paid employee","(1) partnered","(2) no","(3) divorced","(1) male","(2) female",NA,"(1) i earned more","(5) 2+ races, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(4) good",1,0,1
"3854",7.5,12,"(07) $20,000 to $24,999","(6) not working - disabled","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-4.5,0,0
"3856",12,12,"(14) $75,000 to $84,999","(3) not working - on temporary layoff from a job","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3857",13,16,"(09) $30,000 to $34,999","(2) working - self-employed","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-3,0,1
"3859",12,12,"(12) $50,000 to $59,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3860",14,16,"(13) $60,000 to $74,999","(1) working - as a paid employee","(1) partnered","(2) no","(3) divorced","(1) male","(2) female",NA,"(1) i earned more","(4) hispanic","(1) white","(6) Hispanic","(1) NH white","(3) fair",-2,1,1
"3861",13,14,"(17) $125,000 to $149,999","(1) working - as a paid employee","(1) partnered","(1) yes","(6) living with partner","(1) male","(1) male","(1) yes, we are a same-sex couple","(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(6) Hispanic","(5) excellent",-1,1,1
"3863",16,17,"(19) $175,000 or more","(7) not working - other","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-1,0,1
"3864",12,12,"(13) $60,000 to $74,999","(7) not working - other","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(3) other, non-hispanic","(1) white","(5) NH Other","(1) NH white","(4) good",0,1,1
"3865",16,16,"(11) $40,000 to $49,999","(1) working - as a paid employee","(1) partnered","(2) no","(4) separated","(1) male","(2) female",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3866",12,12,"(14) $75,000 to $84,999","(7) not working - other","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,1
"3867",13,16,"(15) $85,000 to $99,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(2) we earned about the same amount","(2) black, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(5) excellent",-3,0,0
"3868",13,13,"(10) $35,000 to $39,999","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(1) male","(2) female",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(3) fair",0,0,0
"3869",12,13,"(10) $35,000 to $39,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-1,0,1
"3870",12,12,"(10) $35,000 to $39,999","(2) working - self-employed","(1) partnered","(2) no","(6) living with partner","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3871",12,13,"(08) $25,000 to $29,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(3) fair",-1,0,1
"3872",16,16,"(17) $125,000 to $149,999","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(1) male","(2) female",NA,"(2) we earned about the same amount","(3) other, non-hispanic","(1) white","(5) NH Other","(1) NH white","(5) excellent",0,1,0
"3875",12,12,"(16) $100,000 to $124,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,0
"3877",12,12,"(10) $35,000 to $39,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3878",14,16,"(14) $75,000 to $84,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",-2,0,1
"3879",13,13,"(14) $75,000 to $84,999","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(2) female","(1) male",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,1
"3880",13,13,"(12) $50,000 to $59,999","(6) not working - disabled","(1) partnered","(2) no","(3) divorced","(1) male","(2) female",NA,"(2) we earned about the same amount","(5) 2+ races, non-hispanic","(1) white","(1) NH white","(1) NH white","(3) fair",0,0,0
"3881",12,12,"(11) $40,000 to $49,999","(5) not working - retired","(1) partnered","(2) no","(6) living with partner","(2) female","(1) male",NA,"(1) i earned more","(2) black, non-hispanic","(1) white","(2) NH black","(1) NH white","(4) good",0,1,1
"3882",13,16,"(14) $75,000 to $84,999","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-3,0,1
"3883",13,14,"(13) $60,000 to $74,999","(1) working - as a paid employee","(1) partnered","(2) no","(4) separated","(1) male","(2) female",NA,NA,"(4) hispanic","(5) other (please specify)","(6) Hispanic","(5) NH Other",NA,-1,1,NA
"3884",12,12,"(12) $50,000 to $59,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3885",17,17,"(09) $30,000 to $34,999","(1) working - as a paid employee","(1) partnered","(2) no","(6) living with partner","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(4) asian or pacific islander","(1) NH white","(4) NH Asian Pac Islander","(5) excellent",0,1,1
"3886",12,11,"(14) $75,000 to $84,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(2) black, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(5) excellent",1,0,1
"3887",17,17,"(14) $75,000 to $84,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(4) hispanic","(1) white","(6) Hispanic","(1) NH white","(2) poor",0,1,1
"3890",16,12,"(11) $40,000 to $49,999","(2) working - self-employed","(1) partnered","(2) no","(6) living with partner","(1) male","(2) female",NA,"(1) i earned more","(5) 2+ races, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(4) good",4,0,1
"3892",16,7.5,"(13) $60,000 to $74,999","(1) working - as a paid employee","(1) partnered","(2) no","(3) divorced","(2) female","(1) male",NA,"(1) i earned more","(4) hispanic","(1) white","(6) Hispanic","(6) Hispanic","(1) very poor",8.5,0,1
"3893",12,12,"(11) $40,000 to $49,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3895",12,16,"(10) $35,000 to $39,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(2) black, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(5) excellent",-4,0,1
"3899",12,13,"(09) $30,000 to $34,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",-1,0,1
"3900",16,17,"(08) $25,000 to $29,999","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-1,0,1
"3901",14,12,"(08) $25,000 to $29,999","(1) working - as a paid employee","(1) partnered","(2) no","(3) divorced","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",2,0,1
"3902",12,13,"(11) $40,000 to $49,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(2) black, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(5) excellent",-1,0,1
"3903",13,12,"(12) $50,000 to $59,999","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(2) female","(1) male",NA,"(1) i earned more","(2) black, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(5) excellent",1,0,1
"3904",12,12,"(02) $5,000 to $7,499","(1) working - as a paid employee","(1) partnered","(2) no","(6) living with partner","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3906",12,12,"(13) $60,000 to $74,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,1
"3908",16,16,"(19) $175,000 or more","(7) not working - other","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3909",7.5,7.5,"(13) $60,000 to $74,999","(6) not working - disabled","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,1
"3910",16,16,"(17) $125,000 to $149,999","(1) working - as a paid employee","(1) partnered","(2) no","(4) separated","(1) male","(2) female",NA,"(3) partner earned more","(2) black, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(1) very poor",0,0,1
"3911",16,16,"(15) $85,000 to $99,999","(7) not working - other","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"3912",17,16,"(07) $20,000 to $24,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",1,0,1
"3913",14,12,"(10) $35,000 to $39,999","(7) not working - other","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",2,0,1
"3915",13,12,"(02) $5,000 to $7,499","(1) working - as a paid employee","(1) partnered","(2) no","(3) divorced","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",1,0,1
"3916",12,17,"(13) $60,000 to $74,999","(2) working - self-employed","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(4) hispanic","(1) white","(6) Hispanic","(1) NH white","(5) excellent",-5,1,1
"3917",12,7.5,"(14) $75,000 to $84,999","(6) not working - disabled","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",4.5,0,1
"3918",12,12,"(12) $50,000 to $59,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
